 state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
IN,IN,18,46064,3,1,0,4,Y, ,4,4,7,900,900,10189,11189,19.6,2.2,1020.671374,0,0,95,MADISON             
IN,IN,18,46032,3,0,0,0, , ,4,4,43,1300,2200,21088,21388,60.3,1.6,1020.671374,0,0,97,MARION              
IN,IN,18,46107,3,1,1,7,Y, ,5,4,52,2030,2030,22688,22888,1.6,18.3,807.816495,0,0,97,MARION              
IN,IN,18,46107,3,1,1,7,N, ,5,4,65,1100,1230,32388,32588,1.4,16.5,807.816495,0,0,97,MARION              
IN,IN,18,46107,3,1,0,2,Y, ,5,4,11,1530,1530,122888,123188,4.8,6.5,807.816495,0,0,97,MARION              
IN,IN,18,46113,3,1,1,2,N, ,1,4,28,2100,2100,22188,22388,0.8,23.3,1020.338568,0,0,97,MARION              
IN,IN,18,46176,3,0,3,0,N, ,2,4,12,1530,1730,10189,10189,8.8,5.8,926.464939,0,0,97,MARION              
IN,IN,18,46201,3,1,0,4,Y, ,2,4,46,1900,1900,20288,21188,3.9,12.3,926.464939,0,0,97,MARION              
IN,IN,18,46201,3,1,0,0,Y, ,4,4,98,1500,1500,20289,21189,2.3,11.5,1020.671374,1,0,97,MARION              
IN,IN,18,46201,3,1,1,2,Y, ,5,4,4,2140,10,120288,120288,4,52.9,807.816495,0,0,97,MARION              
IN,IN,18,46203,3,1,1,0,N, ,2,4,30,1815,1815,10188,11088,2.2,13.6,926.464939,0,0,97,MARION              
IN,IN,18,46203,3,1,1,3,Y, ,3,4,41,1010,1300,21488,21688,0.9,36.6,959.252049,0,0,97,MARION              
IN,IN,18,46203,3,1,1,3, , ,5,4,50,1300,1300,21588,21788,0.7,40.3,807.816495,0,0,97,MARION              
IN,IN,18,46203,3,1,1,3,N, ,2,4,47,1300,1300,21788,21988,4,8.8,926.464939,1,0,97,MARION              
IN,IN,18,46203,3,0,1,0, , ,1,4,59,1430,1430,30388,31088,1.2,27.1,1020.338568,0,0,97,MARION              
IN,IN,18,46203,3,1,0,4,Y, ,2,4,70,800,900,32488,32688,2.8,7.4,926.464939,0,0,97,MARION              
IN,IN,18,46203,3,0,1,0, , ,4,4,70,1600,1900,33088,40488,8.2,3.7,1020.671374,0,0,97,MARION              
IN,IN,18,46203,3,1,1,2,N, ,5,4,71,2330,1230,40488,40488,0.2,0,807.816495,0,0,97,MARION              
IN,IN,18,46203,3,1,1,2,Y, ,5,4,100,2100,2100,21089,21289,2.7,11.5,807.816495,0,0,97,MARION              
IN,IN,18,46205,3,2,0,4,Y, ,2,4,68,1130,1310,32888,33088,5,7.7,926.464939,0,0,97,MARION              
IN,IN,18,46205,3,1,0,2,Y, ,1,4,78,1100,1100,40488,40488,7.8,4.3,1020.338568,0,0,97,MARION              
IN,IN,18,46208,3,1,0,0,Y, ,4,4,62,1200,1200,32388,32588,6.9,12.9,1020.671374,0,0,97,MARION              
IN,IN,18,46208,3,1,1,2,N, ,4,4,105,1500,1900,21889,22089,4.7,5.5,1020.671374,0,0,97,MARION              
IN,IN,18,46208,3,1,0,7,Y, ,4,4,8,1500,1900,123188,10189,18.1,2.6,1020.671374,0,0,97,MARION              
IN,IN,18,46214,3,1,1,3,N, ,4,4,1,1620,1542,121388,121588,3.4,8.4,1020.671374,0,0,97,MARION              
IN,IN,18,46217,3,1,0,2,Y, ,3,4,21,2045,2245,20288,20288,3,9.3,959.252049,0,0,97,MARION              
IN,IN,18,46217,3,1,0,4,Y, ,3,4,26,930,930,10188,10188,23.8,2.1,959.252049,0,0,97,MARION              
IN,IN,18,46217,3,1,0,2,Y, ,4,4,53,900,900,33188,40488,6.3,4.1,1020.671374,0,0,97,MARION              
IN,IN,18,46217,3,1,0,2,Y, ,1,4,55,1900,2100,22888,30388,2.5,10.8,1020.338568,0,0,97,MARION              
IN,IN,18,46217,3,1,1,1,N, ,5,4,57,1640,1655,33088,40488,4.9,5.8,807.816495,0,0,97,MARION              
IN,IN,18,46217,3,1,1,2,N, ,3,4,87,1700,1700,10189,10189,2.1,14.2,959.252049,0,0,97,MARION              
IN,IN,18,46217,3,1,0,4,Y, ,1,4,107,1630,1630,30389,31089,6,5.1,1020.338568,0,0,97,MARION              
IN,IN,18,46217,3,1,0,0, , ,5,4,4,1030,1130,121088,121388,19.6,2,807.816495,0,0,97,MARION              
IN,IN,18,46218,3,1,1,3, , ,5,4,55,1100,1620,41288,41488,1.2,19.3,807.816495,0,0,97,MARION              
IN,IN,18,46218,3,1,0,2,Y, ,4,4,72,8,10,32488,32688,3.9,6.5,1020.671374,0,0,97,MARION              
IN,IN,18,46218,3,1,1,7,N, ,4,4,74,600,600,71388,71588,1.8,13.6,1020.671374,0,0,97,MARION              
IN,IN,18,46219,3,1,1,2,Y, ,3,4,27,1720,1730,11288,11488,0.3,0,959.252049,0,0,97,MARION              
IN,IN,18,46219,3,1,1,2,N, ,2,4,34,1415,1416,11988,12188,2.7,10.9,926.464939,0,0,97,MARION              
IN,IN,18,46219,3,1,1,3,N, ,4,4,31,1440,1440,11988,12188,0.6,32.1,1020.671374,0,0,97,MARION              
IN,IN,18,46219,3,1,1,1,N, ,2,4,70,1230,1230,32188,32388,1.6,19.8,926.464939,1,0,97,MARION              
IN,IN,18,46219,3,1,0,4,Y, ,1,4,69,730,730,41188,41388,2.3,12.5,1020.338568,1,0,97,MARION              
IN,IN,18,46219,3,1,0,4,Y, ,1,4,85,2130,2130,51388,51588,5.2,7.1,1020.338568,0,0,97,MARION              
IN,IN,18,46219,3,1,0,4,Y, ,5,4,98,1645,1730,21689,21889,5.9,6.4,807.816495,0,0,97,MARION              
IN,IN,18,46219,3,1,0,2,Y, ,4,4,113,2110,2110,32089,32289,4.4,8.4,1020.671374,0,0,97,MARION              
IN,IN,18,46220,3,1,1,7,N, ,1,4,29,1300,1300,12388,12588,0.6,26.2,1020.338568,0,0,97,MARION              
IN,IN,18,46220,3,1,1,1,N, ,5,4,41,930,930,21088,21288,6.3,5.7,807.816495,0,0,97,MARION              
IN,IN,18,46220,3,1,0,4,Y, ,5,4,48,1930,1930,21388,21588,2.3,12,807.816495,0,0,97,MARION              
IN,IN,18,46220,3,0,9,0, , ,3,4,52,1830,1830,22688,22888,5.8,5.1,959.252049,0,0,97,MARION              
IN,IN,18,46220,3,1,0,4,Y, ,1,4,52,2330,2115,41888,42088,3.7,9.2,1020.338568,0,0,97,MARION              
IN,IN,18,46220,3,1,0,4,Y, ,5,4,58,800,830,41188,41388,9.8,4.8,807.816495,1,0,97,MARION              
IN,IN,18,46220,3,1,1,7,N, ,5,4,57,655,712,40488,40488,1.2,16.1,807.816495,0,0,97,MARION              
IN,IN,18,46220,3,1,0,4,Y, ,5,4,73,1950,2132,40488,40488,3.3,8,807.816495,0,0,97,MARION              
IN,IN,18,46220,3,1,0,2,Y, ,1,4,79,1615,1715,40488,41188,8.4,8.7,1020.338568,0,0,97,MARION              
IN,IN,18,46220,3,1,0,4,Y, ,3,4,94,2219,2236,20289,20289,14.2,3.2,959.252049,0,0,97,MARION              
IN,IN,18,46220,3,1,1,2,N, ,4,4,110,2110,900,30389,30389,1.6,18.4,1020.671374,0,0,97,MARION              
IN,IN,18,46220,3,1,1,1,N, ,4,4,118,630,630,31189,31389,1.9,10.4,1020.671374,0,0,97,MARION              
IN,IN,18,46220,3,1,1,2,N, ,2,4,6,1930,1945,10189,11089,1.1,15.7,926.464939,0,0,97,MARION              
IN,IN,18,46222,3,1,0,4,Y, ,2,4,25,1600,1630,11888,12088,4.4,8.5,926.464939,0,0,97,MARION              
IN,IN,18,46222,3,1,1,2,N, ,3,4,32,1600,1610,11988,12188,5.4,6.1,959.252049,0,0,97,MARION              
IN,IN,18,46222,3,1,0,4,Y, ,5,4,78,1000,1100,91388,91588,5.8,7.8,807.816495,0,0,97,MARION              
IN,IN,18,46222,3,1,0,4,Y, ,5,4,122,1000,1100,32189,32389,20,2.6,807.816495,0,0,97,MARION              
IN,IN,18,46222,3,1,0,2,Y, ,2,4,4,2115,2115,120288,120288,4.3,6.9,926.464939,0,0,97,MARION              
IN,IN,18,46222,3,1,1,3,N, ,4,4,10,1500,1500,123188,10189,4.8,5.5,1020.671374,0,0,97,MARION              
IN,IN,18,46224,3,1,1,3,N, ,5,4,39,1741,1741,31488,31688,26.5,3.6,807.816495,0,0,97,MARION              
IN,IN,18,46224,3,1,0,4,Y, ,5,4,54,1900,1900,30388,30388,3.7,8.9,807.816495,0,0,97,MARION              
IN,IN,18,46224,3,1,1,2,N, ,3,4,69,700,1010,40488,40488,1,22.4,959.252049,0,0,97,MARION              
IN,IN,18,46224,3,1,0,4,Y, ,4,4,63,2017,1905,51088,51288,4.1,7.7,1020.671374,0,0,97,MARION              
IN,IN,18,46224,3,1,1,2,N, ,3,4,90,1850,2130,122188,122388,6.4,5.6,959.252049,0,0,97,MARION              
IN,IN,18,46224,3,0,9,0, , ,4,4,117,1700,1700,31289,31389,1.7,36.4,1020.671374,0,0,97,MARION              
IN,IN,18,46226,3,1,1,2,N, ,3,4,27,1555,846,10188,10188,2.8,8.2,959.252049,0,0,97,MARION              
IN,IN,18,46226,3,1,0,1,Y, ,3,4,42,641,643,20288,20288,3.9,7.2,959.252049,0,0,97,MARION              
IN,IN,18,46226,3,1,0,2,N, ,2,4,86,600,600,122588,122788,1.8,13.6,926.464939,1,0,97,MARION              
IN,IN,18,46226,3,1,0,2,Y, ,2,4,122,1212,1231,31689,31889,6.5,6.3,926.464939,0,0,97,MARION              
IN,IN,18,46227,3,1,0,0,Y, ,2,4,29,945,945,11488,11688,3.7,7.4,926.464939,0,0,97,MARION              
IN,IN,18,46227,3,1,0,4,Y, ,1,4,25,1530,2000,10188,10188,5.6,5.5,1020.338568,0,0,97,MARION              
IN,IN,18,46227,3,1,1,2,N, ,2,4,41,1535,1945,21888,22188,0.1,0,926.464939,0,0,97,MARION              
IN,IN,18,46227,3,1,0,4,Y, ,2,4,62,1800,1606,32288,32488,1.1,22.8,926.464939,1,0,97,MARION              
IN,IN,18,46227,3,1,0,4,Y, ,5,4,75,1810,710,42488,42788,2.7,7.8,807.816495,0,0,97,MARION              
IN,IN,18,46227,3,1,0,4, , ,1,4,83,730,720,41188,41388,6.6,4,1020.338568,0,0,97,MARION              
IN,IN,18,46227,3,1,0,4,Y, ,5,4,82,600,600,41288,41388,2,25.8,807.816495,0,0,97,MARION              
IN,IN,18,46227,3,1,1,2,N, ,5,4,95,1800,2100,20289,20289,6.8,4.8,807.816495,0,0,97,MARION              
IN,IN,18,46229,3,1,1,0,N, ,1,4,123,1800,1945,31589,31789,2.3,17.4,1020.338568,0,0,97,MARION              
IN,IN,18,46231,3,1,1,1,N, ,2,4,73,1830,1835,40488,40488,2.4,13.1,926.464939,0,0,97,MARION              
IN,IN,18,46234,3,2,0,2,N, ,5,4,22,1840,2000,11988,12188,0.7,30.2,807.816495,0,0,97,MARION              
IN,IN,18,46234,3,1,0,2,Y, ,2,4,33,1930,1933,11388,11588,5.9,5.7,926.464939,0,0,97,MARION              
IN,IN,18,46234,3,1,0,4,Y, ,4,4,83,1900,1900,41088,41288,12.9,2.8,1020.671374,0,0,97,MARION              
IN,IN,18,46236,3,1,1,3,N, ,1,4,81,1800,1800,41688,41888,0.6,39.1,1020.338568,0,0,97,MARION              
IN,IN,18,46237,3,1,1,1,N, ,2,4,108,1100,1100,22589,22789,3.2,6.3,926.464939,0,0,97,MARION              
IN,IN,18,46239,3,1,1,7,N, ,5,4,25,700,700,10188,10188,1.5,15,807.816495,0,0,97,MARION              
IN,IN,18,46240,3,1,1,2,N, ,5,4,97,1600,1600,21689,21889,3.7,7.1,807.816495,0,0,97,MARION              
IN,IN,18,46240,3,1,0,4,Y, ,5,4,2,1800,1805,20289,20289,14.7,2.8,807.816495,0,0,97,MARION              
IN,IN,18,46241,3,1,1,3,N, ,5,4,24,2100,2100,20288,20288,0.7,31.7,807.816495,0,0,97,MARION              
IN,IN,18,46241,3,1,1,2,N, ,3,4,25,1207,1207,11488,11688,1.6,16.6,959.252049,0,0,97,MARION              
IN,IN,18,46241,3,1,1,2,N, ,5,4,40,1700,1700,22788,22988,2,11.9,807.816495,0,0,97,MARION              
IN,IN,18,46241,3,1,1,3,N, ,5,4,95,1700,1722,21289,21489,1.3,13.8,807.816495,0,0,97,MARION              
IN,IN,18,46241,3,1,1,3,Y, ,4,4,11,1400,1830,122988,123188,11.7,3.9,1020.671374,0,0,97,MARION              
IN,IN,18,46250,3,1,1,1,N, ,1,4,48,1925,1925,22088,22288,0.3,0,1020.338568,0,0,97,MARION              
IN,IN,18,46250,3,1,0,7,Y, ,5,4,57,1630,1720,33088,40488,0.8,32.8,807.816495,0,0,97,MARION              
IN,IN,18,46250,3,1,1,1,N, ,5,4,107,945,940,22689,22889,3.6,7.9,807.816495,0,0,97,MARION              
IN,IN,18,46250,3,1,0,7,Y, ,3,4,119,2030,2030,32089,32289,1,27.5,959.252049,0,0,97,MARION              
IN,IN,18,46250,3,1,0,4,Y, ,3,4,121,1400,1415,31589,31789,4.6,8.7,959.252049,0,0,97,MARION              
IN,IN,18,46254,3,1,1,3,N, ,2,4,35,1500,1500,11188,11288,3.2,10.7,926.464939,0,0,97,MARION              
IN,IN,18,46254,3,2,1,1,N, ,2,4,78,2200,2200,40488,40488,0.6,34.7,926.464939,0,0,97,MARION              
IN,IN,18,46254,3,1,1,1,N, ,4,4,99,1535,1535,30389,30389,1,41.2,1020.671374,0,0,97,MARION              
IN,IN,18,46254,3,1,1,1,N, ,1,4,124,1227,1320,33189,40489,0.6,37.7,1020.338568,1,0,97,MARION              
IN,IN,18,46256,3,1,0,4,Y, ,2,4,51,1530,1530,22788,22988,1.9,11.5,926.464939,0,0,97,MARION              
IN,IN,18,46256,3,1,1,3,N, ,3,4,66,1800,1900,32488,32688,0.6,39.1,959.252049,1,0,97,MARION              
IN,IN,18,46256,3,1,1,2,N, ,2,4,75,1800,1800,40488,40488,0.2,0,926.464939,0,0,97,MARION              
IN,IN,18,46256,3,1,0,4,Y, ,5,4,92,730,930,11989,12189,9.2,3.4,807.816495,0,0,97,MARION              
IN,IN,18,46260,3,1,0,4,Y, ,1,4,55,1615,2015,31688,31888,2.6,9,1020.338568,0,0,97,MARION              
IN,IN,18,46260,3,1,0,4,Y, ,1,4,63,820,2030,32188,32288,2.4,15.3,1020.338568,0,0,97,MARION              
IN,IN,18,46260,3,0,3,0,N, ,3,4,92,2246,1400,11489,11889,4.5,6.8,959.252049,0,0,97,MARION              
IN,IN,18,46260,3,1,0,2,Y, ,4,4,107,1730,610,22889,30389,4.4,5.5,1020.671374,0,0,97,MARION              
IN,IN,18,46268,3,1,1,2,N, ,2,4,65,1631,815,40488,40488,0.7,21.5,926.464939,0,0,97,MARION              
IN,IN,18,46278,3,1,1,2,N, ,2,4,22,1715,1721,11588,11788,1.4,15.6,926.464939,0,0,97,MARION              
IN,IN,18,46280,3,1,0,4,Y, ,2,4,43,1130,1415,31988,32188,3.9,6.5,926.464939,0,0,97,MARION              
IN,IN,18,46563,2,1,1,1,N, ,1,4,33,1210,1210,11288,11488,0.5,57.6,1020.338568,0,0,99,MARSHALL            
IN,IN,18,46563,2,1,1,1,N, ,1,4,37,1800,2030,21288,21488,1.4,16.7,1020.338568,0,0,99,MARSHALL            
IN,IN,18,46563,2,1,1,2,N, ,4,4,41,850,915,21388,21588,0.9,18.4,1020.671374,0,0,99,MARSHALL            
IN,IN,18,47553,5,1,0,4,Y, ,1,4,43,1817,1817,22488,22688,2.3,11.8,1020.338568,0,0,101,MARTIN              
IN,IN,18,47553,5,2,0,4,Y, ,4,4,55,1830,2000,32188,32388,3.9,9.5,1020.671374,0,0,101,MARTIN              
IN,IN,18,47553,5,1,1,3,N, ,5,4,87,1900,1900,10189,10189,0.9,26.4,807.816495,0,0,101,MARTIN              
IN,IN,18,47553,5,0,9,0, , ,3,4,95,1300,1300,21289,21489,1.2,36,959.252049,0,0,101,MARTIN              
IN,IN,18,47553,5,1,2,1,N, ,1,4,2,1720,1720,120288,120288,1.1,18.3,1020.338568,0,0,101,MARTIN              
IN,IN,18,46901,2,1,1,1,N, ,1,4,56,1042,2300,31588,31788,2.2,10.5,1020.338568,0,0,103,MIAMI               
IN,IN,18,46914,2,1,0,4,Y, ,1,2,69,1730,1800,32088,32288,5.3,5.6,329.47783,0,0,103,MIAMI               
IN,IN,18,46919,2,1,0,4,Y, ,4,2,29,1000,1000,11288,11488,5.3,7.3,288.889304,0,0,103,MIAMI               
IN,IN,18,46919,2,1,1,1,N, ,4,2,30,2200,2200,31988,32188,1.2,16.9,288.889304,0,0,103,MIAMI               
IN,IN,18,46919,2,1,1,3,N, ,3,2,41,2000,1947,21088,21288,1,33.6,292.219535,0,0,103,MIAMI               
IN,IN,18,46926,2,1,1,3,Y, ,4,2,35,1630,1630,21288,21488,0.5,35.7,288.889304,0,0,103,MIAMI               
IN,IN,18,46926,2,1,0,4,Y, ,3,2,114,1100,1100,30389,30389,15.1,2.3,292.219535,0,0,103,MIAMI               
IN,IN,18,46951,2,1,1,3,Y, ,4,2,31,2050,2045,11888,12088,0.9,28.9,288.889304,0,0,103,MIAMI               
IN,IN,18,46951,2,1,1,2,Y, ,2,2,33,2120,1730,11788,12188,1.1,24.7,294.103102,0,0,103,MIAMI               
IN,IN,18,46970,2,1,0,4,Y, ,4,2,26,1730,530,12888,13188,9,3.7,288.889304,0,0,103,MIAMI               
IN,IN,18,46970,2,1,0,2,Y, ,3,2,35,1700,2000,12888,13088,1.4,15.8,292.219535,0,0,103,MIAMI               
IN,IN,18,46970,2,1,1,1,N, ,4,2,43,2100,2100,21288,21488,17.3,2.5,288.889304,0,0,103,MIAMI               
IN,IN,18,46970,2,1,0,0,Y, ,1,2,60,1515,1600,40488,40488,1.6,21.1,329.47783,0,0,103,MIAMI               
IN,IN,18,46970,2,1,0,0,Y, ,4,2,56,830,830,41188,41388,13.9,2.9,288.889304,0,0,103,MIAMI               
IN,IN,18,46970,2,1,1,2,N, ,5,2,54,700,700,33188,40488,1.3,15,303.792038,0,0,103,MIAMI               
IN,IN,18,46970,2,1,1,7,N, ,5,2,57,1130,1130,40488,40488,1.2,18.4,303.792038,0,0,103,MIAMI               
IN,IN,18,46970,2,1,1,3,N, ,5,2,63,1910,1910,33088,40488,5.3,5.1,303.792038,0,0,103,MIAMI               
IN,IN,18,46970,2,1,0,4,Y, ,3,2,65,1337,1347,40488,40488,2.7,8.6,292.219535,0,0,103,MIAMI               
IN,IN,18,46970,2,1,1,1,Y, ,1,2,81,730,800,41188,41488,5.2,5.7,329.47783,0,0,103,MIAMI               
IN,IN,18,46970,2,0,3,0,N, ,3,2,86,1700,1700,10189,10189,13.3,3.2,292.219535,0,0,103,MIAMI               
IN,IN,18,46970,2,1,1,2, , ,4,2,88,1630,1900,11389,11589,2.9,8.2,288.889304,0,0,103,MIAMI               
IN,IN,18,46970,2,1,1,1,N, ,5,2,103,1230,1300,30389,30389,15.7,2.5,303.792038,0,0,103,MIAMI               
IN,IN,18,46970,2,1,0,4,Y, ,4,2,105,1400,1400,22089,22289,13.2,3.7,288.889304,0,0,103,MIAMI               
IN,IN,18,46970,2,1,0,4,Y, ,1,2,112,1900,1900,30389,30389,28.3,1.9,329.47783,0,0,103,MIAMI               
IN,IN,18,46970,2,0,9,0, , ,2,2,118,1015,1035,32289,32489,4.7,6.1,294.103102,1,0,103,MIAMI               
IN,IN,18,46970,2,1,1,3,N, ,5,2,120,1210,1217,31689,31889,0.8,33.4,303.792038,0,0,103,MIAMI               
IN,IN,18,46970,2,1,0,7,Y, ,5,2,8,1830,1830,121888,122088,7.7,6.1,303.792038,0,0,103,MIAMI               
IN,IN,18,46970,2,1,1,1,N, ,3,2,12,1200,1200,122888,123088,4.6,7,292.219535,0,0,103,MIAMI               
IN,IN,18,47401,4,1,1,2,N, ,4,3,39,1330,1330,22288,22688,0.6,31.5,481.44347,0,0,105,MONROE              
IN,IN,18,47401,4,1,1,2,N, ,3,3,21,930,940,121787,121987,1.8,12.7,486.637701,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,0,Y, ,4,3,24,1900,2100,12988,13188,2.1,10.5,481.44347,0,0,105,MONROE              
IN,IN,18,47401,4,1,1,1,N, ,2,3,34,1900,1900,11288,11488,1.1,25.7,433.443927,0,0,105,MONROE              
IN,IN,18,47401,4,1,1,1,N, ,1,3,38,1330,1330,22388,22588,4.2,7.6,475.387455,0,0,105,MONROE              
IN,IN,18,47401,4,1,1,1,N, ,4,3,42,1600,1600,30388,30388,3.8,9.1,481.44347,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,4,Y, ,2,3,48,1050,1050,22388,22588,4.2,8.7,433.443927,0,0,105,MONROE              
IN,IN,18,47401,4,1,1,1,N, ,3,3,48,1155,1145,40488,40488,0.3,0,486.637701,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,4,Y, ,4,3,52,1309,1305,30388,31188,41.5,1.6,481.44347,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,4,Y, ,3,3,60,1200,730,33088,40488,3.5,7.6,486.637701,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,2,Y, ,4,3,51,1800,1800,30388,31088,3,10.6,481.44347,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,0,Y, ,5,3,57,1600,1600,30388,31088,3.9,8.8,478.268046,1,0,105,MONROE              
IN,IN,18,47401,4,1,0,0,Y, ,5,3,65,1630,1630,41188,41388,1.7,18.1,478.268046,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,0,Y, ,3,3,72,740,740,32688,32888,5.6,4.8,486.637701,1,0,105,MONROE              
IN,IN,18,47401,4,1,0,4,Y, ,4,3,74,900,900,32988,33188,8.7,4.9,481.44347,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,2,Y, ,1,3,74,1922,519,41088,41588,1.6,12.7,475.387455,0,0,105,MONROE              
IN,IN,18,47401,4,1,1,2,N, ,1,3,84,1000,1000,41088,41288,1.1,16.7,475.387455,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,7,Y, ,3,3,84,1845,1845,41288,41488,4.6,6.8,486.637701,0,0,105,MONROE              
IN,IN,18,47401,4,1,1,1,N, ,2,3,92,2045,2305,12489,12689,1.3,18.6,433.443927,1,0,105,MONROE              
IN,IN,18,47401,4,1,0,4,Y, ,4,3,91,1700,1700,12489,12689,1,24.9,481.44347,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,0,Y, ,2,3,95,950,1310,20289,21089,2.6,9.9,433.443927,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,4,Y, ,2,3,109,1930,630,22689,30389,5.3,4.5,433.443927,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,4,Y, ,5,3,111,1200,1200,31489,31689,17.9,2.9,478.268046,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,4,Y, ,3,3,120,1900,1900,32289,32489,4,8.9,486.637701,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,4,Y, ,2,3,2,2235,2343,121288,121588,4.6,5.6,433.443927,0,0,105,MONROE              
IN,IN,18,47401,4,1,1,3,N, ,3,3,4,2100,2100,121888,122088,2.9,15.3,486.637701,0,0,105,MONROE              
IN,IN,18,47401,4,1,1,2,N, ,3,3,5,2000,2030,122188,122388,0.5,147.6,486.637701,0,0,105,MONROE              
IN,IN,18,47401,4,1,0,2,Y, ,5,3,10,800,800,10189,10189,3.2,6.9,478.268046,0,0,105,MONROE              
IN,IN,18,47429,4,1,1,3,N, ,4,3,67,1830,1830,31688,31888,1.3,18.9,481.44347,0,0,105,MONROE              
IN,IN,18,47429,4,1,0,0,Y, ,4,3,119,915,1000,31189,31389,0.5,28.3,481.44347,0,0,105,MONROE              
IN,IN,18,47933,3,1,0,3,Y, ,1,3,21,1700,1700,20288,20288,0.8,20.5,475.387455,0,0,107,MONTGOMERY          
IN,IN,18,47933,3,1,0,7,Y, ,4,3,22,945,945,10188,11188,12.4,3.6,481.44347,0,0,107,MONTGOMERY          
IN,IN,18,47933,3,1,0,0,Y, ,5,3,28,1300,2000,10188,11088,9.9,3,478.268046,1,0,107,MONTGOMERY          
IN,IN,18,47933,3,1,0,7,Y, ,3,3,50,1133,1430,22388,22588,1.7,17.5,486.637701,0,0,107,MONTGOMERY          
IN,IN,18,47933,3,1,1,1,N, ,5,3,59,1400,1400,40488,40488,0.5,38.4,478.268046,0,0,107,MONTGOMERY          
IN,IN,18,47933,3,1,1,3,N, ,3,3,71,1800,2300,32388,32588,1.2,16.9,486.637701,0,0,107,MONTGOMERY          
IN,IN,18,47933,3,1,0,4, , ,4,3,71,1445,1500,32388,32588,12.6,3.4,481.44347,0,0,107,MONTGOMERY          
IN,IN,18,47933,3,1,0,4,Y, ,4,3,76,1811,1815,41988,42188,12.3,3.4,481.44347,0,0,107,MONTGOMERY          
IN,IN,18,47933,3,1,0,0,Y, ,1,3,86,1700,1800,112788,112988,16.2,3.3,475.387455,0,0,107,MONTGOMERY          
IN,IN,18,47933,3,0,9,0, , ,4,3,98,915,915,22889,30389,1.7,15.7,481.44347,0,0,107,MONTGOMERY          
IN,IN,18,47933,3,1,1,3,N, ,4,3,116,1310,1310,31089,31289,4.2,6.5,481.44347,0,0,107,MONTGOMERY          
IN,IN,18,47933,3,1,0,4,Y, ,5,3,124,800,1000,33189,40489,2.9,8.9,478.268046,0,0,107,MONTGOMERY          
IN,IN,18,47933,3,1,1,3,Y, ,5,3,122,1655,1655,32289,32489,2.2,11.5,478.268046,0,0,107,MONTGOMERY          
IN,IN,18,47933,3,1,0,4,Y, ,2,3,123,1840,1840,32389,32589,5,6.2,433.443927,0,0,107,MONTGOMERY          
IN,IN,18,47940,3,1,1,3,Y, ,4,3,27,1800,1930,12788,12988,10.8,4.6,481.44347,1,0,107,MONTGOMERY          
IN,IN,18,47954,3,1,0,4,Y, ,2,3,96,945,1417,20289,21089,3.6,7.9,433.443927,0,0,107,MONTGOMERY          
IN,IN,18,47954,3,1,1,1,N, ,5,3,116,1830,1830,31189,31389,4.1,9.9,478.268046,0,0,107,MONTGOMERY          
IN,IN,18,47968,3,1,1,1,Y, ,1,3,68,1300,1300,33088,40488,3.6,8.6,475.387455,0,0,107,MONTGOMERY          
IN,IN,18,47987,3,1,1,1,N, ,2,3,92,1237,1242,11389,11589,1.2,25.2,433.443927,0,0,107,MONTGOMERY          
IN,IN,18,47990,3,1,1,2,N, ,1,3,101,1000,1000,22889,30389,4.8,6.3,475.387455,0,0,107,MONTGOMERY          
IN,IN,18,47990,3,1,0,4,Y, ,5,3,11,1245,1600,10189,10189,8.3,5,478.268046,0,0,107,MONTGOMERY          
IN,IN,18,46151,3,1,1,1,N, ,5,4,60,1400,1400,30388,30388,3.2,9.2,807.816495,0,0,109,MORGAN              
IN,IN,18,46151,3,1,0,2,Y, ,4,4,62,700,1700,40488,40488,9.4,4.8,1020.671374,0,0,109,MORGAN              
IN,IN,18,46151,3,1,0,4,Y, ,3,4,65,1800,1900,32288,32488,5.2,6.5,959.252049,0,0,109,MORGAN              
IN,IN,18,46151,3,1,1,1,N, ,2,4,76,800,800,40488,40488,0.1,0,926.464939,1,0,109,MORGAN              
IN,IN,18,46158,3,1,0,4,Y, ,2,4,59,1934,1934,33088,40488,5.5,5.8,926.464939,0,0,109,MORGAN              
IN,IN,18,46160,3,2,1,1,N, ,2,4,26,1730,1730,21188,21388,1.5,18.5,926.464939,0,0,109,MORGAN              
IN,IN,18,46160,3,1,1,3,N, ,1,4,66,1014,1500,31988,32188,1.8,12.5,1020.338568,0,0,109,MORGAN              
